player_name,player_id,season,season_type,team,poss,mp,raptor_box_offense,raptor_box_defense,raptor_box_total,raptor_onoff_offense,raptor_onoff_defense,raptor_onoff_total,raptor_offense,raptor_defense,raptor_total,war_total,war_reg_season,war_playoffs,predator_offense,predator_defense,predator_total,pace_impact
Georges Niang,niangge01,2023,RS,PHI,1462,694,.6370919049133519,-2.022921567623114,-1.385829662709762,-1.944364658112705,2.550567242509036,.6062025843963306,.1307976655246136,-1.224007582236849,-1.093209916712235,.5915212937195163,.5915212937195163,0,.6490431649195785,-1.640887581866847,-.9918444169472689,.842498256097326
Daishen Nix,nixda01,2023,RS,HOU,946,445,-3.116356404917026,-.6034639237655155,-3.719820328682541,-1.19194530684025,.5435002301158524,-.6484450767243976,-2.890373578254401,-.366611929352661,-3.256985507607062,-.1156809576842423,-.1156809576842423,0,-2.594820020826413,-1.460739697258041,-4.055559718084454,.5056152692799523
Zeke Nnaji,nnajize01,2023,RS,DEN,582,288,-2.682344390812222,-2.773172646709743,-5.455517037521965,-5.948479968247465,3.37492637101244,-2.573553597235025,-3.531965108372924,-1.654600328013299,-5.186565436386223,-.3553162722056056,-.3553162722056056,0,-3.390324066678063,-3.34583950893872,-6.736163575616782,-.7646024810653148
Nerlens Noel,noelne01,2023,RS,DET,149,68,-6.567906184807983,3.607497664479882,-2.960408520328101,-5.098893036921337,5.096575245553947,-.0023177913673891,-6.653391065133366,4.248577789778197,-2.40481327535517,.0120438753463842,.0120438753463842,0,-4.31615579143272,3.348583094545432,-.9675726968872889,.5751306452580534
Jaylen Nowell,nowelja01,2023,RS,MIN,1703,776,1.267636814284378,-2.330059884780291,-1.062423070495913,-1.872459919047781,2.086499522240714,.2140396031929328,.7014034714037181,-1.544481287119758,-.8430778157160395,.7613621833475009,.7613621833475009,0,.1445387276405477,-1.616745265930123,-1.472206538289575,.8549867089413317
Frank Ntilikina,ntilila01,2023,RS,DAL,525,254,-4.065321687482215,-3.331608028397423,-7.396929715879638,1.234825413477747,4.317772096105259,5.552597509583006,-3.23927468975422,-1.93519868547714,-5.174473375231361,-.3128199595459705,-.3128199595459705,0,-4.022827097359031,-1.952696084075893,-5.975523181434923,-.4408139362880338
Kendrick Nunn,nunnke01,2023,RS,LAL,742,332,-5.100287536231884,-1.96709786596819,-7.067385402200075,-6.514427878391674,2.925523607709719,-3.588904270681955,-5.683469851612473,-1.053192443845775,-6.736662295458247,-.6817783526081842,-.6817783526081842,0,-6.107715695375575,-3.143986502305421,-9.251702197680995,.9722518755328751
Jusuf Nurkic,nurkiju01,2023,RS,POR,1811,879,-.1845278565652014,2.651146810091738,2.466618953526536,.1789258923904876,-1.249299335844294,-1.070373443453807,-.1438418543739285,1.996913288946141,1.853071434572212,2.075977113870125,2.075977113870125,0,-1.164744006498197,3.075285499398334,1.910541492900137,.5710833307688415
Jordan Nwora,nworajo01,2023,RS,MIL,926,437,-2.098624761172146,-4.341471125052423,-6.440095886224569,-4.674904423968793,-2.693354294851973,-7.368258718820766,-2.744833338245019,-4.316608214767394,-7.061441553012412,-.9587033728124843,-.9587033728124843,0,-3.172215065031751,-4.63077474286188,-7.802989807893631,-.2697959999210735
Chuma Okeke,okekech01,2023,RS,ORL,823,392,-1.626957277162018,-1.277518747418993,-2.90447602458101,-1.562194719154878,-3.799828150116644,-5.362022869271522,-1.69757831854206,-1.856649658432959,-3.55422797697502,-.1602671463959289,-.1602671463959289,0,-2.842001072077019,-2.144589609538708,-4.986590681615727,-.3628957818765003
Josh Okogie,okogijo01,2023,RS,PHO,797,384,1.079678060189903,3.174372656408775,4.254050716598679,-2.399603364772648,5.263041346500597,2.863437981727949,.3873050734914472,3.812705485786015,4.200010559277462,1.37483714998789,1.37483714998789,0,1.341913876348181,3.345484659699141,4.687398536047322,.981396632221421
Onyeka Okongwu,okongon01,2023,RS,ATL,1770,838,-1.617363340742699,.0988854156348974,-1.518477925107801,-1.803380060116319,.0395160007383684,-1.763864059377951,-1.738608734836967,.0666566437611265,-1.671952091075841,.4570703361612865,.4570703361612865,0,-1.503879987640349,.0994359775244869,-1.404444010115862,-.8439726962612571
Isaac Okoro,okorois01,2023,RS,CLE,1469,717,-2.427205166696929,1.11454980702371,-1.312655359673219,-3.715242342301456,.9989142968062635,-2.716328045495193,-2.859453323784916,1.108986907567303,-1.750466416217614,.364587555701041,.364587555701041,0,-2.97257944899905,1.236617564412213,-1.735961884586837,-.29186160006961
KZ Okpala,okpalkz01,2023,RS,SAC,420,187,-2.977540337563148,4.60206019084992,1.624519853286772,-6.137520768136566,6.363029097792065,.2255083296554989,-3.814391174701388,5.262647525564806,1.448256350863418,.4044159630848933,.4044159630848933,0,-3.455745330228759,4.084035155566451,.6282898253376921,.9774370736208059
Victor Oladipo,oladivi01,2023,RS,MIA,645,319,-2.294244292043383,2.120370219840492,-.1738740722028913,.1693280143571292,.3515958366021457,.520923850959275,-1.898039324779893,1.86592657399758,-.0321127507823133,.439823727775569,.439823727775569,0,-2.264113442524336,2.95057475285194,.686461310327604,-.5767682627630422
Kelly Olynyk,olynyke01,2023,RS,UTA,2089,1003,.0802267097729083,1.141419846984398,1.221646556757306,1.915934202621202,-1.988431530468293,-.0724973278470913,.4292441184163804,.5805111998647847,1.009755318281165,1.931542898978657,1.931542898978657,0,1.386596899357979,1.395269827163148,2.781866726521127,.3974395555098694
Eugene Omoruyi,omorueu01,2023,RS,OKC,419,198,-1.7491179866838,2.973246616092952,1.224128629409152,-2.816234405528699,1.679860940465703,-1.136373465062996,-2.049729626810754,2.893466674264805,.8437370474540513,.3672034689985383,.3672034689985383,0,-1.502691049953699,2.801953987613295,1.299262937659596,1.160417551866156
Royce O'Neale,onealro01,2023,RS,BRK,2444,1193,-.1425304273126357,1.290125661949666,1.14759523463703,-1.155534095083717,.9803149242204614,-.1752191708632551,-.3654112683889468,1.289547761535973,.924136493147026,2.21558546610683,2.21558546610683,0,.0655856492043652,1.978000579462644,2.043586228667009,-.9381859737091226
Cedi Osman,osmande01,2023,RS,CLE,1711,838,.5557202007757451,1.447861514230338,2.003581715006083,4.609559480633348,3.763085783059401,8.37264526369275,1.42100579981469,1.981364639048583,3.402370438863273,2.625426733107588,2.625426733107588,0,1.453870507169863,1.165683233806334,2.619553740976197,-.1924074676883825
Kelly Oubre Jr.,oubreke01,2023,RS,CHA,2422,1141,.5186840666760238,.3367968377699584,.8554809044459822,2.66201408398557,-6.752494833753857,-4.090480749768286,1.095556875409726,-1.094141037645011,.0014158377647149,1.612344242466431,1.612344242466431,0,1.818773341401194,-.03808088664725,1.780692454753944,.6718126244558098
Chris Paul,paulch01,2023,RS,PHO,1532,756,2.279246310720257,.3165492201639398,2.595795530884197,-2.754411812078494,-.8174902267250099,-3.571902038803504,1.334535769198472,.1007689571879901,1.435304726386462,1.595370883483005,1.595370883483005,0,2.539170179211583,1.136127085939759,3.675297265151342,-1.187037189727769
Cameron Payne,payneca01,2023,RS,PHO,1379,662,.6809628153036235,-.2597461246917324,.4212166906118911,1.194736866252263,1.2733588886898,2.468095754942063,.7964113892515474,.0413437099412697,.8377550991928171,1.214742890450368,1.214742890450368,0,1.061668341840059,.6055232472285443,1.667191589068604,.2478701383326715
Gary Payton II,paytoga02,2023,RS,POR,30,13,4.332395519623993,-5.577579339021615,-1.245183819397623,-1.392463569444855,9.278784988536767,7.886321419091912,3.355602274027781,-2.841874456832122,.513727817195659,.0224472152339022,.0224472152339022,0,1.053093621050437,-5.933540752240189,-4.880447131189753,3.738506841516731
